,ID,foreign,name,Adopsi TIK,Infrastruktur,Kapabilitas Inovasi,Keterampilan,Pasar Tenaga Kerja,Stabilitas Ekonomi,IRBI
343,ID6302,63,KABUPATEN KOTA BARU,4.2,2.14,1.16,2.96,2.98,3.03,147.79
344,ID6303,63,KABUPATEN BANJAR,4,2.26,2.12,3.14,3.52,3.6,129.6
345,ID6304,63,KABUPATEN BARITO KUALA,4.53,2.7,1.76,3.32,3.79,3.29,149.6
346,ID6305,63,KABUPATEN TAPIN,4.47,2.38,0.71,3.33,3.51,3.44,121.07
347,ID6306,63,KABUPATEN HULU SUNGAI SELATAN,4.29,2.23,0.68,3.27,3.51,3.59,129.09
348,ID6307,63,KABUPATEN HULU SUNGAI TENGAH,3.44,2.22,1.35,3.33,3.87,3.36,125.74
349,ID6308,63,KABUPATEN HULU SUNGAI UTARA,4.22,2.13,1.77,3.53,3.77,3.25,114.97
350,ID6309,63,KABUPATEN TABALONG,3.76,2.54,1.03,3.66,3.31,3.32,142.82
351,ID6310,63,KABUPATEN TANAH BUMBU,4.33,2.41,1.45,3.21,2.92,3.21,137.92
352,ID6311,63,KABUPATEN BALANGAN,3.94,2.5,0.83,3.45,3.3,3.41,115.21
353,ID6371,63,KOTA BANJARMASIN,4.73,3.37,3.78,3.84,4.22,3.25,92.44
354,ID6372,63,KOTA BANJAR BARU,4.95,3.03,2.27,4.11,3.93,3.5,103.35
355,ID6401,64,KABUPATEN PASER,4.17,2.31,1.44,3.56,3.22,3.51,191.78
356,ID6402,64,KABUPATEN KUTAI BARAT,4.02,2.04,0.85,3.33,2.82,3.28,149.15
357,ID6403,64,KABUPATEN KUTAI KARTANEGARA,3.85,2.56,1.55,3.81,3.78,3.61,114.3
358,ID6404,64,KABUPATEN KUTAI TIMUR,3.85,2.17,1.42,3.61,3.13,3.12,185.17
359,ID6405,64,KABUPATEN BERAU,3.69,2.33,0.91,3.6,3.28,3.31,173.74
360,ID6409,64,KABUPATEN PENAJAM PASER UTARA,4.19,2.41,1.09,3.55,3.35,3.76,129.44
361,ID6411,64,KABUPATEN MAHAKAM HULU,2.81,0.78,1.27,2.83,3.01,3.46,156.4
362,ID6471,64,KOTA BALIKPAPAN,4.94,2.8,2.68,4.24,4.17,3.42,118.21
363,ID6472,64,KOTA SAMARINDA,4.99,2.32,3.71,4.14,4.45,3.62,98.29
364,ID6474,64,KOTA BONTANG,5,2.14,2.47,4.4,3.51,2.88,127.85
365,ID6501,65,KABUPATEN MALINAU,2.96,1.35,0.92,3.34,3.44,3.51,144.18
366,ID6502,65,KABUPATEN BULUNGAN,3.51,2.14,1.82,3.59,4.65,3.65,172.57
367,ID6503,65,KABUPATEN TANA TIDUNG,4.17,1.7,0.49,3.4,4.41,3.21,166.33
368,ID6504,65,KABUPATEN NUNUKAN,3.71,2.01,0.89,3.26,3.99,3.46,154.56
369,ID6571,65,KOTA TARAKAN,4.95,2.5,2.53,4.07,4.25,3.23,103.14
370,ID7101,71,KABUPATEN BOLAANG MONGONDOW,3.5,1.65,0.27,2.96,3.35,3.26,136.96
371,ID7102,71,KABUPATEN MINAHASA,4.45,2.18,2.71,3.94,3.81,3.07,193.85
372,ID7103,71,KABUPATEN KEPULAUAN SANGIHE,3.67,1.97,1.88,3.53,2.83,3.02,142.46
373,ID7104,71,KABUPATEN KEPULAUAN TALAUD,3.49,1.64,0.97,3.78,2.91,3.45,100.15
374,ID7105,71,KABUPATEN MINAHASA SELATAN,4.28,1.81,0.91,3.57,3.48,3.2,137.22
375,ID7106,71,KABUPATEN MINAHASA UTARA,4.47,1.84,2.15,3.76,3.96,3.49,121.37
376,ID7107,71,KABUPATEN BOLAANG MONGONDOW UTARA,2.93,1.56,0.48,3.13,4.05,3.52,144
377,ID7108,71,KABUPATEN SIAU TAGULANDANG BIARO,3.72,2.29,0.51,3.49,3.01,3.16,137.95
378,ID7109,71,KABUPATEN MINAHASA TENGGARA,4.24,2.11,0.76,3.61,3.08,3.66,174.78
379,ID7110,71,KABUPATEN BOLAANG MONGONDOW SELATAN,3.08,1.73,0.41,2.96,3.71,3.44,141.82
380,ID7111,71,KABUPATEN BOLAANG MONGONDOW TIMUR,3.71,1.79,0.24,3.24,3.3,3.2,124.21
381,ID7171,71,KOTA MANADO,4.67,3.02,4.1,4.22,4.73,3.02,83.38
382,ID7172,71,KOTA BITUNG,4.59,2.78,1.82,3.8,3.84,2.99,104.87
383,ID7173,71,KOTA TOMOHON,4.69,3.03,2.1,4.24,3.83,3.25,111.55
384,ID7174,71,KOTA KOTAMOBAGU,4.33,2.79,1.92,3.83,3.9,3.18,65.51
385,ID7201,72,KABUPATEN BANGGAI KEPULAUAN,2.98,1.55,0.94,3.08,4.03,3.19,163.2
386,ID7202,72,KABUPATEN BANGGAI,3.23,1.53,2.14,3.39,3.77,3.53,162.03
387,ID7203,72,KABUPATEN MOROWALI,3.37,1.55,0.41,3.38,3.51,3.7,173.25
388,ID7204,72,KABUPATEN POSO,3.5,1.77,1.9,3.62,2.9,3.54,121.6
389,ID7205,72,KABUPATEN DONGGALA,2.94,1.93,0.63,3.09,3.54,3.43,166.75
390,ID7206,72,KABUPATEN TOLI-TOLI,3.31,1.55,1.73,3.23,4.09,3.34,136.39
391,ID7207,72,KABUPATEN BUOL,2.91,1.39,0.84,3.42,3.81,3.27,149.6
392,ID7208,72,KABUPATEN PARIGI MOUTONG,3.37,2.26,1.23,3.14,3.27,3.83,97.72
393,ID7209,72,KABUPATEN TOJO UNA-UNA,2.67,1.59,0.79,3.17,3.84,3.43,137.6
394,ID7210,72,KABUPATEN SIGI,2.84,2.14,0.58,3.35,3.35,3.66,48.85
395,ID7211,72,KABUPATEN BANGGAI LAUT,3.11,1.74,0.47,3.15,3.96,2.81,163.2
396,ID7212,72,KABUPATEN MOROWALI UTARA,3.14,1.79,0.52,3.43,3.15,3.69,174.82
397,ID7271,72,KOTA PALU,4.32,2.68,4.44,4.3,4.26,3.53,132.3
398,ID7301,73,KABUPATEN KEPULAUAN SELAYAR,4.1,2.31,0.91,3.42,2.16,3.88,142.83
399,ID7302,73,KABUPATEN BULUKUMBA,4.35,2.87,2.43,3.3,3.54,3.33,156.54
400,ID7303,73,KABUPATEN BANTAENG,4.3,3.15,1.46,3.42,3.45,3.59,105.96
401,ID7304,73,KABUPATEN JENEPONTO,4.24,2.94,1.45,2.98,2.74,3.41,151.2
402,ID7305,73,KABUPATEN TAKALAR,4.35,3.19,1.76,3.35,3.24,3.2,128.38
403,ID7306,73,KABUPATEN GOWA,4.33,3.07,2.48,3.36,3.32,3.31,106.98
404,ID7307,73,KABUPATEN SINJAI,4.21,2.9,2.21,3.3,3.43,3.46,165.6
405,ID7308,73,KABUPATEN MAROS,4.33,2.91,2.75,3.52,3.11,3.34,148.96
406,ID7309,73,KABUPATEN PANGKAJENE DAN KEPULAUAN,4.47,3.14,2.46,3.29,2.57,2.91,165.66
407,ID7310,73,KABUPATEN BARRU,3.81,2.99,1.49,3.61,3.07,3.29,137.16
408,ID7311,73,KABUPATEN BONE,4.18,2.78,2.29,3.35,2.68,3.51,164.46
409,ID7312,73,KABUPATEN SOPPENG,4.1,2.23,1.97,3.52,3.14,3.43,131.2
410,ID7313,73,KABUPATEN WAJO,4.69,2.31,2.22,3.27,2.77,3.32,156.96
411,ID7314,73,KABUPATEN SIDENRENG RAPPANG,4.06,2.27,2.49,3.44,3.03,3.42,119.2
412,ID7315,73,KABUPATEN PINRANG,4.42,2.18,1.66,3.45,3.49,3.43,148.84
413,ID7316,73,KABUPATEN ENREKANG,4.08,2.38,1.92,4.01,2.53,3.47,127.25
414,ID7317,73,KABUPATEN LUWU,3.75,1.86,1.05,3.62,2.55,3.4,187.91
415,ID7318,73,KABUPATEN TANA TORAJA,3.88,1.82,2.66,3.7,2.74,3.34,150
416,ID7322,73,KABUPATEN LUWU UTARA,3.19,1.67,0.98,3.35,2.41,3.4,141.64
417,ID7325,73,KABUPATEN LUWU TIMUR,3.76,2.1,1.6,3.53,2.59,3.46,152.28
418,ID7326,73,KABUPATEN TORAJA UTARA,3.87,1.73,1.41,3.52,2.56,3.67,150
419,ID7371,73,KOTA MAKASSAR,4.91,2.64,4.41,4.17,4.14,3.17,119.49
420,ID7372,73,KOTA PAREPARE,4.96,2.49,2.89,4.34,3.77,2.59,141.26
421,ID7373,73,KOTA PALOPO,4.85,2.2,3.31,4.32,3.1,2.94,167.4
422,ID7401,74,KABUPATEN BUTON,3.73,1.53,1.57,3.59,3.32,3.42,150.3
423,ID7402,74,KABUPATEN MUNA,3.98,1.46,2.09,3.59,3.85,3.29,174.4
424,ID7403,74,KABUPATEN KONAWE,3.45,1.41,1.03,3.76,4.44,3.52,159.31
425,ID7404,74,KABUPATEN KOLAKA,3.85,1.54,2.09,3.52,3.51,3.73,135.18
426,ID7405,74,KABUPATEN KONAWE SELATAN,4.22,1.68,1.05,3.36,3.51,3.43,151.23
427,ID7406,74,KABUPATEN BOMBANA,3.59,1.75,0.97,3.46,3.6,3.83,163.07
428,ID7407,74,KABUPATEN WAKATOBI,3.98,1.51,1.91,3.39,3.15,3.39,134.8
429,ID7408,74,KABUPATEN KOLAKA UTARA,3.92,1.44,0.77,3.5,3.24,3.56,148.68
430,ID7409,74,KABUPATEN BUTON UTARA,3.27,1.23,1.1,3.51,3.77,3.82,143.26
431,ID7410,74,KABUPATEN KONAWE UTARA,3.45,1.39,0.71,3.59,3.33,3.65,172.69
432,ID7411,74,KABUPATEN KOLAKA TIMUR,3.35,1.56,0.61,3.46,3.31,3.81,130.25
433,ID7412,74,KABUPATEN KONAWE KEPULAUAN,3.37,1.36,1.11,3.74,2.95,3.63,159.31
434,ID7413,74,KABUPATEN MUNA BARAT,4.09,1.65,0.87,3.41,3.35,3.9,174.4
435,ID7414,74,KABUPATEN BUTON TENGAH,4.19,1.62,1,2.89,2.96,3.75,155.59
436,ID7415,74,KABUPATEN BUTON SELATAN,3.95,1.55,1.27,3.11,2.92,3.51,158.47
437,ID7471,74,KOTA KENDARI,4.99,2,4.4,4.58,3.83,3.59,96.68
438,ID7472,74,KOTA BAUBAU,4.45,2.08,2.61,4.33,3.83,2.99,194.8
439,ID7501,75,KABUPATEN BOALEMO,3.68,1.4,1.06,3.09,3.54,3.19,110.01
440,ID7502,75,KABUPATEN GORONTALO,3.95,1.9,2.48,3.44,4.17,3.36,91.52
441,ID7503,75,KABUPATEN POHUWATO,3.26,1.59,1.53,3.19,3.81,3.23,161.6
442,ID7504,75,KABUPATEN BONE BOLANGO,3.41,1.62,1.47,3.59,4.32,3.2,123.98
443,ID7505,75,KABUPATEN GORONTALO UTARA,3.75,1.58,0.6,3.37,3.55,3.65,126.57
444,ID7571,75,KOTA GORONTALO,4.74,2.42,3.76,4.02,4.77,3.29,91.52
445,ID7601,76,KABUPATEN MAJENE,3.55,1.61,3.01,3.38,3.94,3.07,186.83
446,ID7602,76,KABUPATEN POLEWALI MANDAR,3.56,1.57,2.2,3.07,3.59,3.13,135.93
447,ID7603,76,KABUPATEN MAMASA,3.13,1.56,1.33,3.25,2.77,3.16,139.87
448,ID7604,76,KABUPATEN MAMUJU,3.39,1.96,2.4,3.27,4.34,3.37,161.71
449,ID7605,76,KABUPATEN MAMUJU UTARA,3.55,1.38,0.4,3.24,3.29,2.54,176.8
450,ID7606,76,KABUPATEN MAMUJU TENGAH,3.62,2.53,0.43,3.14,3.77,3.66,159.33
451,ID8101,81,KABUPATEN MALUKU TENGGARA BARAT,2.81,1.81,2.23,3.44,3.46,3.41,180.6
452,ID8102,81,KABUPATEN MALUKU TENGGARA,3.45,1.22,2.71,3.42,3.53,3.24,172.06
453,ID8103,81,KABUPATEN MALUKU TENGAH,3.16,2.32,1.34,3.6,3.74,2.81,160.59
454,ID8104,81,KABUPATEN BURU,3.1,1.97,1.68,3.58,4.43,3.44,143.28
455,ID8105,81,KABUPATEN KEPULAUAN ARU,2.53,1.85,0.66,3.21,3.68,3.39,183.25
456,ID8106,81,KABUPATEN SERAM BAGIAN BARAT,2.69,2.14,1.94,3.4,3.84,3.42,159.51
457,ID8107,81,KABUPATEN SERAM BAGIAN TIMUR,2.49,1.7,0.61,3.05,3.33,3.41,125.19
458,ID8108,81,KABUPATEN MALUKU BARAT DAYA,2.66,1.72,1.45,2.97,3.13,3.96,211.29
459,ID8109,81,KABUPATEN BURU SELATAN,2.36,1.97,1.11,3.41,3.43,3.82,155.2
460,ID8171,81,KOTA AMBON,4.96,2.43,3.33,4.28,4.07,2.5,101.38
461,ID8172,81,KOTA TUAL,3.85,1.83,0.91,3.44,3.62,2.85,168
462,ID8201,82,KABUPATEN HALMAHERA BARAT,2.9,1.73,0.8,3.46,3.06,2.82,143.55
463,ID8202,82,KABUPATEN HALMAHERA TENGAH,2.72,1.82,0.58,3.2,3.68,3.45,75.2
464,ID8203,82,KABUPATEN KEPULAUAN SULA,2.24,1.42,0.82,3.11,3.67,3.29,157.17
465,ID8204,82,KABUPATEN HALMAHERA SELATAN,2.7,1.34,0.77,3.08,2.94,3.62,214.2
466,ID8205,82,KABUPATEN HALMAHERA UTARA,3.31,1.87,2.3,3.04,3.07,3.19,160.12
467,ID8206,82,KABUPATEN HALMAHERA TIMUR,2.92,1.74,0.58,3,2.95,3.47,173.2
468,ID8207,82,KABUPATEN PULAU MOROTAI,2.72,1.53,2.13,2.78,3.27,3.58,123.02
469,ID8208,82,KABUPATEN PULAU TALIABU,2.45,1.32,1.13,3,4.12,2.89,178.5
470,ID8271,82,KOTA TERNATE,4.39,2.35,2.92,4.24,4.21,2.99,100.9
471,ID8272,82,KOTA TIDORE KEPULAUAN,3.38,2.11,1.59,3.72,3.9,3.79,161.25
472,ID9101,91,KABUPATEN FAKFAK,2.7,1.46,1.76,3.6,4.42,3.03,105.2
473,ID9102,91,KABUPATEN KAIMANA,2.23,1.07,1.47,3.58,4.33,3.34,122
474,ID9103,91,KABUPATEN TELUK WONDAMA,2.33,1.54,1.32,3.06,4.01,3.16,139.9
475,ID9104,91,KABUPATEN TELUK BINTUNI,3.26,1.87,1,3.45,3.68,2.62,166.8
476,ID9105,91,KABUPATEN MANOKWARI,3.46,1.43,3.69,3.5,4.44,3.21,165.71
477,ID9106,91,KABUPATEN SORONG SELATAN,2.2,1.71,1.09,3.35,3.25,3.07,178.8
478,ID9107,91,KABUPATEN SORONG,3.13,1.41,2.41,3.47,3.6,3.07,183.2
479,ID9108,91,KABUPATEN RAJA AMPAT,2.26,1.62,0.46,2.95,2.8,3.18,145.76
480,ID9109,91,KABUPATEN TAMBRAUW,2.05,1.4,0.74,3.29,3.6,3.06,118.4
481,ID9110,91,KABUPATEN MAYBRAT,3.24,1.4,1.62,3.61,2.66,3.13,88
482,ID9111,91,KABUPATEN MANOKWARI SELATAN,2.63,1.56,1.11,3.05,3.47,3.06,160.35
483,ID9112,91,KABUPATEN PEGUNUNGAN ARFAK,1.26,1.56,1.66,3.1,2.82,3.45,160.35
484,ID9171,91,KOTA SORONG,4.49,2.23,2.35,4.04,3.48,2.38,183.2
485,ID9401,94,KABUPATEN MERAUKE,2.71,2.03,3.08,3.28,3.78,3.62,170
486,ID9402,94,KABUPATEN JAYAWIJAYA,1.55,1.33,2.34,2.51,3.12,3.59,115.2
487,ID9403,94,KABUPATEN JAYAPURA,2.36,2,2.71,3.62,3.68,3,203.2
488,ID9404,94,KABUPATEN NABIRE,2.72,1.75,0.75,3.5,3.58,3.14,160.35
489,ID9408,94,KABUPATEN KEPULAUAN YAPEN,2.08,1.56,0.66,3.35,2.47,3.06,93.6
490,ID9409,94,KABUPATEN BIAK NUMFOR,3.21,1.7,2.14,3.28,2.5,2.79,138.4
491,ID9410,94,KABUPATEN PANIAI,0.32,1.26,0.7,1.36,2.28,2.95,116.8
492,ID9411,94,KABUPATEN PUNCAK JAYA,0.95,1.49,0.76,2.02,2.61,3.62,117.2
493,ID9412,94,KABUPATEN MIMIKA,2.69,2.09,1.05,3.65,3.42,3.17,138.8
494,ID9413,94,KABUPATEN BOVEN DIGOEL,2.22,1.98,0.79,3,2.5,3.17,133.2
495,ID9414,94,KABUPATEN MAPPI,1.36,1.77,0.76,2.28,2.2,3.47,126.4
496,ID9415,94,KABUPATEN ASMAT,0.74,1.23,1.07,2.11,2.51,3.54,123.2
497,ID9416,94,KABUPATEN YAHUKIMO,0.17,1.61,0.76,1.04,2.37,3.32,132.8
498,ID9417,94,KABUPATEN PEGUNUNGAN BINTANG,0.47,1.72,1.11,1.75,2.49,3.25,126.4
499,ID9418,94,KABUPATEN TOLIKARA,0.42,1.95,0.74,1.58,2.37,3.55,114
500,ID9419,94,KABUPATEN SARMI,2.24,1.87,0,3.5,2.47,3.58,172.5
501,ID9420,94,KABUPATEN KEEROM,2.56,1.31,1.15,3.31,3.09,3.8,127.2
502,ID9426,94,KABUPATEN WAROPEN,1.81,1.57,0.04,3.28,3.4,3.22,140
503,ID9427,94,KABUPATEN SUPIORI,2.25,1.86,0.6,3.08,2.24,3.35,92.4
504,ID9428,94,KABUPATEN MAMBERAMO RAYA,1.27,0.96,0.84,1.52,1.87,3.42,165.6
505,ID9429,94,KABUPATEN NDUGA,0.41,1.33,1.3,1.17,2.17,3.55,96.4
506,ID9430,94,KABUPATEN LANNY JAYA,0.21,1.42,0.77,1.7,2.51,3.61,91.2
507,ID9431,94,KABUPATEN MAMBERAMO TENGAH,0.53,1.34,1.64,2.11,2.15,3.28,44.8
508,ID9432,94,KABUPATEN YALIMO,0.57,1.65,0.97,1.77,3.1,3.69,95.6
509,ID9433,94,KABUPATEN PUNCAK,0.28,1.33,0.79,1.4,3.02,3.68,99.6
510,ID9434,94,KABUPATEN DOGIYAI,0.3,1.61,0.77,1.18,2.41,2.91,123.6
511,ID9435,94,KABUPATEN INTAN JAYA,0.08,1.46,0.74,1.45,2.32,3.39,67.2
512,ID9436,94,KABUPATEN DEIYAI,0.2,1.59,0.77,1.56,2.58,3.49,108.4
513,ID9471,94,KOTA JAYAPURA,4.17,2.47,3.35,4,3.9,2.86,203.2